kr,eng
"아빠가 돌아가신다는 건 슬픈 일이야. 내 안의 한 사람도 함께 죽거든. (파멜라 라이번, 죽음명언)",It's sad when our daddies die. Makes us one less person inside. (Pamela Ribon)
"나는 조물주를 만날 준비가 됐다. 조물주가 나를 만나는 시련을 겪을 준비가 되어 있는지는 모르지만. (윈스턴 처칠, 죽음명언)",I am prepared to meet my Maker. Whether my Maker is prepared for the great ordeal of meeting me is another matter. (Sir Winston Churchill)
"죽음만큼 자연스럽고 필연적이고 보편적인 것을 신이 인간에게 내리는 악으로 만들었다는 건 말이 안돼. (조나단 스위프트, 죽음명언)","It is impossible that anything so natural, so necessary, and so universal as death, should ever have been designed by Providence as an evil to mankind. (Jonathan Swift)"
"내가 죽었다는 보도는 과장이었다.(마크 트웨인이 죽었다는 보도가 나온 후에 한 말) (마크 트웨인, 죽음명언)",The report of my death was an exaggeration. (Mark Twain)
"나는 결코 사람들이 죽는다고 생각하지 않는다. 그들은 그저 백화점에 갈 뿐이다. (앤디 워홀, 죽음명언)",I never think that people die. They just go to department stores. (Andy Warhol)
"죽으면 내 단점과 잘못을 주저 없이 말하겠지. 그들의 말에서 배우게나. (그땐) 내겐 상처 입을 자아가 없으니까. (애론 맥그루더, 죽음명언)","When I pass, speak freely of my shortcomings and my flaws. Learn from them, for I'll have no ego to injure. (Aaron McGruder)"
"교회와 묘지가 나란히 있는건 우연이 아니야. 죽은 자가 잠든 도시는 산자의 도시에 둘러싸여 있지. (다이앤 프롤로브, 죽음명언)",It's no accident that the church and the graveyard stand side by side. The city of the dead sleeps encircled by the city of the living. (Diane Frolov)
"사람들이여, 마음을 열어 꿈을 꾸라. 저 멀리 보이는 해안가를 향해 나아가라. 죽음을 향해가는 우리의 여행은 너무도 빨리 끝나고 말테니. (데이비드 아셀, 죽음명언)","Be open to your dreams, people. Embrace that distant shore. Because our mortal journey is over all too soon. (David Assael)"
"죽어야 하기 때문에 죽는 게 아니다. 우리는 얼마 전 어느 날 우리 의식이 죽을 필요가 있다고 강요돼서 죽는다. (앙토냉 아르토, 죽음명언)","We do not die because we have to die; we die because one day, and not so long ago, our consciousness was forced to deem it necessary. (Antonin Artaud)"
"죽어가는 것은 당신이 겪을 수 있는 가장 당혹스러운 일이다. 왜냐하면 누군가가 당신의 세세한 모든 것을 뒤처리해야 하기 때문이다. (앤디 워홀, 죽음명언)","Dying is the most embarrassing thing that can ever happen to you, because someone's got to take care of all your details. (Andy Warhol)"
"나는 항상 죽기를 소원했고, 지금도 그것을 소원한다. 그러면 모든 것을 끝낼 수 있으니까. (앤디 워홀, 죽음명언)","I always wished I had died, and I still wish that, because I could have gotten the whole thing over with. (Andy Warhol)"
"죽음이 우리를 놀라게 할 때마다 우리의 함성을 들어주는 귀가 하나라도 있다면, 그리고 우리의 팔을 들어주려고 뻗치는 또다른 손이 있다면 죽음을 환영하라. (체 게바라, 죽음명언)","Whenever death may surprise us, let it be welcome if our battle cry has reached even one receptive ear and another hand reaches out to take up our arms. (Ernesto ""Che"" Guevara)"
"열린 창가에 서서 지하 세계의 영을 어두운 바깥으로부터 불러 들이는 고독한 인간의 생각에는 놀라워 할 만 한 게 있다. (아서 코난 도일 경, 죽음명언)",There was something awesome in the thought of the solitary mortal standing by the open window and summoning in from the gloom outside the spirits of the nether world. (Sir Arthur Conan Doyle)
"만약 죽는다면, 완전한 행복을 찾고 영혼은 어딘가 다른 곳에서 살게 되겠지. 나는 죽음이 두렵지 않아. 죽음 이후의 완전한 평화와 다른 누군가가 되는 것이 내가 항상 꿈꾸던 것이니까. (커트 코베인, 죽음명언)","If you die you're completely happy and your soul somewhere lives on. I'm not afraid of dying. Total peace after death, becoming someone else is the best hope I've got. (Kurt Cobain)"
"우리 스스로를 자세히 들여다보면 완벽한 균형을 찾을 수 있다. 탄생과 삶, 그리고 죽음의 사이클을 두려워할 필요는 없다. 현실을 살고 있는 지금 이 순간, 당신은 영원이므로. (로드니 위, 죽음명언)","As we look deeply within, we understand our perfect balance. There is no fear of the cycle of birth, life and death. For when you stand in the present moment, you are timeless. (Rodney Yee)"
"모두들 언젠간 그렇듯이 난 죽는 게 아니야. 우린 최선을 다해 달리는 거고 그러다 멈춰야해. 우리가 결정할 수 있는 건 어떻게 경기를 운영하느냐 뿐이야. (휴 엘리어트, 죽음명언)","I am not dying, not anymore than any of us are at any moment. We run, hopefully as fast as we can, and then everyone must stop. We can only choose how we handle the race. (Hugh Elliott)"
"사람은 일을 마무리 하지 않고 이 땅을 떠나서는 안된다. 매일을 비행 전 점검이라고 생각하며 살아야 한다. 매일 아침 스스로에게 이륙할 준비가 되었는지 물어야 한다. (다이앤 프롤로브, 죽음명언)","A man should not leave this earth with unfinished business. He should live each day as if it was a pre-flight check. He should ask each morning, am I prepared to lift-off? (Diane Frolov)"
"죽음은 적이다. 나는 인생의 10년을 오로지 적을 연구하고, 훈련하고, 전방에서 적을 무찌르고 적이 피를 철철 흘리며 전의를 상실한 채로 돌아가게 만들기 위해 싸웠고 앞으로도 무너지거나 포기하지 않을 것이다. (다이앤 프롤로브, 죽음명언)","Death is the enemy. I spent 10 years of my life singlemindedly studying, practicing, fighting hand to hand in close quarters to defeat the enemy, to send him back bloodied and humble and I am not going to roll over and surrender. (Diane Frolov)"
"내 삶에 중요한 것에 집중하겠어. 친절하고 배려를 잘 하고 따스한 사람이 되기 위해 노력할 거야. 죽음은 여기에 두고 누군가에게 화가 나기라도 할 때면 그때마다 돌아보고 기억하려고 해. (다이앤 프롤로브, 죽음명언)","I am going to concentrate on what's important in life. I'm going to strive everyday to be a kind and generous and loving person. I'm going to keep death right here, so that anytime I even think about getting angry at you or anybody else, I'll see death and I'll remember. (Diane Frolov)"
"나는 왜 죽으면 그저 사라진 것이 아닌지 결코 이해할 수 없었다. 모든 것은 예전 그대로이고 단지 당신만 없을 뿐인데. 나는 내 묘비가 빈칸이면 좋겠다고 늘 생각했다. 비문도 없고, 이름도 없이. 음, 사실 '가공인물'이라고 쓰고 싶긴 하지만. (앤디 워홀, 죽음명언)","I never understood why when you died, you didn't just vanish, everything could just keep going on the way it was only you just wouldn't be there. I always thought I'd like my own tombstone to be blank. No epitaph, and no name. Well, actually, I'd like it to say 'figment.' (Andy Warhol)"
"나는 패트릭 헨리의 명언인 ""자유가 아니면 죽음을 달라.""를 추천합니다.","I recommend the text of Patrick Henry's ""Give Me Liberty or Give Me Death"" speech."
"반복은 예술의 죽음이다. (로빈 그린, 예술명언)",Repetition is the death of art. (Robin Green and Mitchell Burgess)
"나는 죽음 후에 계속될 미성숙이 기대된다. (데이브 배리, 인생명언)",What I look forward to is continued immaturity followed by death. (Dave Barry)
"삶은 공평하지 않다. 다만 죽음보다는 공평할 뿐이다. (윌리엄 골드먼, 인생명언)","Life isn't fair. It's just fairer than death, that's all. (William Goldman)"
"출생과 죽음은 피할 수 없으므로 그 사이를 즐겨라. (조지 산타야나, 인생명언)","There is no cure for birth and death, save to enjoy the interval. (George Santayana)"
"삶은 즐겁다. 죽음은 평화롭다. 골칫거리는 바로 그 중간과정이다. (아이작 아시모프, 인생명언)",Life is pleasant. Death is peaceful. It's the transition that's troublesome. (Isaac Asimov)
"집으로 가지 않는 것은 이미 죽음이나 마찬가지다. (E. 캐서린 토블러, 가족명언)",Not going home is already like death. (E. Catherine Tobler)
"죽음은 아무 것도 아니다. 그러나 패배하고 불명예스럽게 사는 것이야 말로 매일 죽는 것이다. (나폴레옹 보나파르트, 명예명언)",Death is nothing; but to live defeated and inglorious is to die daily. (Napoleon Bonaparte)
"순교자를 만드는 것은 죽음이 아니라 대의이다. (나폴레옹 보나파르트, 정의명언)","It is the cause, not the death, that makes the martyr. (Napoleon Bonaparte)"
"죽음에 대한 두려움도, 진실되고 충만한 삶을 살지 못하는 두려움에 비하면 아무 것도 아닙니다. (프란시스 무어 라페, 용기명언)",Even the fear of death is nothing compared to the fear of not having lived authentically and fully. (Frances Moore Lappe)
"내면이 이끄는 것을 따르지 않으면, 활기가 없고 힘이 빠지며 영적 죽음을 느끼게 된다. (삭티 거웨인, 자신감명언)","Every time you don't follow your inner guidance, you feel a loss of energy, loss of power, a sense of spiritual deadness. (Shakti Gawain)"
"오늘날 사람은 죽음을 제외한 모든 것으로부터 살아남을 수 있고 좋은 평판을 제외한 모든 것이 없어도 살아갈 수 있다. (오스카 와일드, 명예명언)","One can survive everything, nowadays, except death, and live down everything except a good reputation. (Oscar Wilde)"
"죽음과 동시에 잊혀지고 싶지 않다면 읽을 가치가 있는 글을 쓰라. 또는 글로 쓸 가치가 있는 일을 하라. (벤자민 프랭클린, 일명언)","If you would not be forgotten as soon as you are dead, either write things worth reading, or do things worth writing. (Benjamin Franklin)"
"시간은 예전의 우리를 앗아가는 무자비한 도둑이다. 우리는 죽음만큼이나 삶 때문에 많은 것을 잃는다. (엘리자베스 포사이스 헤일리, 시간명언)",Time is a cruel thief to rob us of our former selves. We lose as much to life as we do to death. (Elizabeth Forsythe Hailey)
"어떤 이들은 축구를 삶과 죽음의 문제로 생각한다. 난 그런 태도가 마음에 들지 않는다. 난 축구가 삶과 죽음의 문제 그 이상이라고 확신한다. (빌 샹클리, 스포츠명언)",Some people think football is a matter of life and death. I don't like that attitude. I can assure them it is much more serious than that. (Bill Shankly)
"죽음도 불사하며 죽어간 용사들의 용기를 과소평가하지 않는 것처럼, 우리 또한 용사들이 삶으로 보여준 용맹함을 잊지 말아야 합니다. (존 F. 케네디, 전쟁명언)","For without belittling the courage with which men have died, we should not forget those acts of courage with which men have lived. (John F. Kennedy)"
"산 사람도 제대로 섬기지 못하는데 어찌 귀신을 섬기겠는가? 삶도 아직 모르는데 어찌 죽음에 대해 알겠느냐? (未能事人 焉能事鬼 未知生, 焉知死 / 미능사인 언능사귀 미지생 언지사) (공자, 인생명언)","While you are not able to serve men, how can you serve spirits [of the dead]?...While you do not know life, how can you know about death? (Confucius)"
"죽음을 각오한 이 투쟁에는 전방이 따로 없다. 제국주의에 맞서 싸운 그 어떤 나라의 승리도 우리의 승리인 것처럼, 패배도 우리 모두의 패배이다. (체 게바라, 전쟁명언)","There are no frontiers in this struggle to the death... A victory for any country against imperialism is our victory, just as any country's defeat is a defeat for all. (Ernesto ""Che"" Guevara)"
"평화란 이름은 달콤하고 그 자체가 유익하지만, 평화와 예속 사이에는 큰 차이점이 있다. 평화는 고요함 속의 자유이며, 예속은, 전쟁뿐 아니라 죽음으로까지 맞서야 할, 모든 악 중에 가장 추악한 악이다. (키케로, 전쟁명언)","The name of peace is sweet, and the thing itself is beneficial, but there is a great difference between peace and servitude. Peace is freedom in tranquillity, servitude is the worst of all evils, to be resisted not only by war, but even by death. (Cicero)"
"죽어 마땅하나 살아있는 자 많고, 살아 마땅하나 죽음을 맞는 자도 있네. 그대가 그런 결정을 내릴 수 있을까? 그렇다면 정의의 이름으로 죽음을 내리는데 몰두하지 말고 자신의 안위나 걱정하도록 하게. 현자라도 모든 면을 다 볼 수는 없으니까. (J. R. R. 톨킨, 정의명언)","Many that live deserve death. And some die that deserve life. Can you give it to them? Then be not too eager to deal out death in the name of justice, fearing for your own safety. Even the wise cannot see all ends. (J. R. R. Tolkien)"
"진정 행복하다고 부를 수 있는 사람은 부자가 아닌, 신의 축복을 지혜로 사용할 줄 알고, 극심한 가난을 견뎌낼 줄 알며, 죽음보다 불명예를 두려워하고, 소중한 친구나 조국을 위해 죽는 것을 두려워하지 않는 사람이다. (호라티우스, 행복명언)","It is not the rich man you should properly call happy, but him who knows how to use with wisdom the blessings of the gods, to endure hard poverty, and who fears dishonor worse than death, and is not afraid to die for cherished friends or fatherland. (Horace)"
"지구상에서 인간이 사고(思考)만큼 두려워하는 것은 없다. 멸망 보다도 두려워하며, 죽음보다 두려워한다. 사고란 불온하며 혁명적이고, 파괴적이며 공포스럽다. 특권자와 제도권, 익숙한 습관에 무자비하다. 지옥의 구덩이를 들여다 보고도 두려워 하지 않는다. 사고는 위대하며 신속하고 자유로우며 세상의 빛이자 인류의 가장 큰 영예이다. (버트런드 러셀, 생각명언)","Men fear thought as they fear nothing else on earth -- more than ruin -- more even than death.... Thought is subversive and revolutionary, destructive and terrible, thought is merciless to privilege, established institutions, and comfortable habit. Thought looks into the pit of hell and is not afraid. Thought is great and swift and free, the light of the world, and the chief glory of man. (Bertrand Russell)"
"음악은 침묵의 잔을 채우는 와인이다. (로버트 프립, 음악명언)",Music is the wine that fills the cup of silence. (Robert Fripp)
"나는 음악이 싫다. 특히 연주될 때에는. (지미 듀란티, 음악명언)","I hate music, especially when it's played. (Jimmy Durante)"
"모든 소리 중에 음악이 가장 덜 불쾌하다. (사무엘 존슨, 음악명언)","Of all noises, I think music is the least disagreeable. (Samuel Johnson)"
"참 음악이란. 세상만사 너머 마법과 같은 것! (조앤 K. 롤링, 음악명언)","Ah, music. A magic beyond all we do here! (J. K. Rowling)"
"언급할 가치가 없는 것은 노래로 부른다. (피에르 보마르셰, 음악명언)","If a thing isn't worth saying, you sing it. (Pierre Beaumarchais)"
"음악학자란 음악을 읽을 줄은 알지만 들을 줄은 모르는 사람이다. (토마스 비첨, 음악명언)",A musicologist is a man who can read music but can't hear it. (Sir Thomas Beecham)
"음악은 독설이나 비꼬는 말을 할 수 없는 유일한 언어이다. (존 어스킨, 음악명언)",Music is the only language in which you cannot say a mean or sarcastic thing. (John Erskine)
"난 음악에 관해 아무것도 몰라요. 내 노래에선 음악을 몰라도 돼요. (엘비스 프레슬리, 음악명언)",I don't know anything about music. In my line you don't have to. (Elvis Presley)
"클래식 음악은 우리가 계속해서 언젠가 한 가지 곡조가 될 것이라고 생각하는 음악이다. (킨 허바드, 음악명언)",Classical music is the kind we keep thinking will turn into a tune. (Kin Hubbard)
"침묵 다음으로 표현이 불가능한 것을 최대한 표현해 주는 것은 음악이다. (올더스 헉슬리, 음악명언)","After silence, that which comes nearest to expressing the inexpressible is music. (Aldous Huxley)"
"오늘날엔 저급한 음악만 돈이 된다. (프레드리히 니체, 음악명언)",Only sick music makes money today. (Friedrich Nietzsche)
"바그너의 음악은 듣기보단 괜찮다. (에드가 윌슨 나이, 음악명언)",Wagner's music is better than it sounds. (Edgar Wilson Nye)
"바그너의 음악은 너무 듣기 힘들다. 자꾸 폴란드를 점령하고 싶은 충동이 생긴다. (우디 알렌, 음악명언)",I can't listen to that much Wagner. I start getting the urge to conquer Poland. (Woody Allen)
"음악이 없다면 인생은 잘못된 것이다. (프레드리히 니체, 음악명언)","Without music, life would be a mistake. (Friedrich Nietzsche)"
"음악으로도 누그러지지 않는 감정이라면 극도의 공포나 슬픔 빼고는 없다. (조지 앨리엇, 음악명언)","There is no feeling, except the extremes of fear and grief, that does not find relief in music. (George Eliot)"
"음악은 본질적으로 쓸모가 없다. 인생처럼. (조지 산타야나, 음악명언)","Music is essentially useless, as life is. (George Santayana)"
"금관악단은 자기 자리에서 연주하는 것이 최고다. 바깥 저 멀리에서. (토마스 비첨, 음악명언)",Brass bands are all very well in their place - outdoors and several miles away. (Sir Thomas Beecham)
"오페라는 사람이 등에 칼을 찔리고도 피를 흘리지 않고 노래를 하는 것이다. (에드 가드너, 음악명언)","Opera is when a guy gets stabbed in the back and, instead of bleeding, he sings. (Ed Gardner)"
"사법에 있어 군법제도는 음악에 있어 군가와 같다. (그루초 마르크스, 음악명언)",Military justice is to justice what military music is to music. (Groucho Marx)
"아이들과 동물들이 내 음악을 가장 잘 이해한다. (이고르 스트라빈스키, 음악명언)",My music is best understood by children and animals. (Igor Stravinsky)
"음악은 야만인의 가슴을 쓰다듬고, 돌을 무르게 하며, 옹이진 나무를 휘게 하는 매력을 지녔다. (윌리엄 콩그리브, 음악명언)","Music has charms to soothe the savage beast, to soften rocks, or bend a knotted oak. (William Congreve)"
"음악은 낭만적인 느낌을 주고, 또 언제나 신경에 거슬린다. 요즘은 둘 다 똑같은 것이지만. (오스카 와일드, 음악명언)",Music makes one feel so romantic - at least it always gets on one's nerves - which is the same thing nowadays. (Oscar Wilde)
"만약 로큰롤이 불법이라면, 날 감방에 쳐 넣어요. (커트 코베인, 음악명언)","If it's illegal to rock and roll, throw my ass in jail! (Kurt Cobain)"
"상념으로 가득 찬 내 가슴은 고통스럽고 지쳤을 때 음악으로 종종 위로 받고 다시 생기를 띠었다. (마틴 루터, 음악명언)","My heart, which is so full to overflowing, has often been solaced and refreshed by music when sick and weary. (Martin Luther)"
"오페라 플롯은 합리적일 수 없다. 사람들은 합리적인 마음 상태에선 노래를 하지 않기 때문이다. (오든, 음악명언)","No opera plot can be sensible, for people do not sing when they are feeling sensible. (W. H. Auden)"
"미국 음악을 작곡하는 방법은 간단하다. 그저 미국인이 마음 내키는 대로 아무 음악이나 작곡하면 된다. (버질 톰슨, 음악명언)",The way to write American music is simple. All you have to do is be an American and then write any kind of music you wish. (Virgil Thomson)
"삶이 그렇듯 음악은 근본적으로는 별 쓸모가 없지만 둘 다 이상적인 측면이 있기에 쓸모가 있다. (조지 산타야나, 음악명언)","Music is essentially useless, as life is: but both have an ideal extension which lends utility to its conditions. (George Santayana)"
"지옥이란 서툰 음악가가 가득한 곳이며 음악은 저주 받은 자들의 브랜디 같은 것이다. (조지 버나드 쇼, 음악명언)",Hell is full of musical amateurs: music is the brandy of the damned. (George Bernard Shaw)
"지적 속물이란 '윌리엄 텔 서곡'을 들으며 '론 레인저'(시리즈 서부영화)를 생각하지 않을 수 있는 사람이다. (댄 래더, 음악명언)",An intellectual snob is someone who can listen to the William Tell Overture and not think of The Lone Ranger. (Dan Rather)
"저녁을 먹으며 음악을 듣는 행위는 요리사와 바이올리니스트 모두에 대한 모독이다. (G. K. 체스터튼, 음악명언)",Music with dinner is an insult both to the cook and the violinist. (G. K. Chesterton)
"나는 훨씬 더 무겁지만 동시에 선율이 아름다운 무언가를 찾고 있었다. 헤비메탈과는 다른, 다른 태도를. (커트 코베인, 음악명언)","I was looking for something a lot heavier, yet melodic at the same time. Something different from heavy metal, a different attitude. (Kurt Cobain)"
"내가 혐오하는 것들은 단순하다. 우둔, 억압, 범죄, 잔인함, 그리고 부드러운 음악이다. (블라디미르 나보코프, 음악명언)","My loathings are simple: stupidity, oppression, crime, cruelty, soft music. (Vladimir Nabokov)"
"음악은 훈련이다. 질서와 예절을 가르치는 여선생이다. 그녀는 사람들을 더 온화하고 선량하고 도덕적이며 합리적으로 만든다. (마틴 루터, 음악명언)","Music is a discipline, and a mistress of order and good manners, she makes the people milder and gentler, more moral and more reasonable. (Martin Luther)"
"한 주에 한 두 번, 수 계절 동안 음악에 영혼을 담궈 보라. 몸을 욕조에 담그는 것과 같은 효과가 영혼에 나타날 것이다. (올리버 웬델 홈스, 음악명언)","Take a music bath once or twice a week for a few seasons, and you will find that it is to the soul what the water bath is to the body. (Oliver Wendell Holmes)"
"나는 오페라 음악이 어떤 언어로 쓰여지든 내가 알아듣지 못하는 한 신경 쓰지 않는다. (에드워드 애플턴 경, 음악명언)",I don't mind what language an opera is sung in so long as it is a language I don't understand. (Sir Edward Appleton)
"세상에 모든 이들 중 음유시인들이 명예와 존경을 받을만 한데, 뮤즈가 그들에게 노래를 가르쳤고 그들을 사랑하기 때문이다. (호메로스, 음악명언)","Among all men on the earth bards have a share of honor and reverence, because the muse has taught them songs and loves the race of bards. (Homer)"
"고통스러운 슬픔으로 가슴에 상처를 입고 슬픔에 마음이 혼란스러울 때, 음악은 은빛 화음으로 빠르게 치유의 손길을 내민다. (윌리엄 셰익스피어 , 음악명언)","When griping grief the heart doth wound, and doleful dumps the mind opresses, then music, with her silver sound, with speedy help doth lend redress. (William Shakespeare)"
"종교와 같이 음악도 마음에 스며들 때 그 마음이 아무리 가치 없는 것일지라도 아무 편견 없이 모든 도덕적 선을 불러 일으킨다. (장 바티스트 몬테귀, 음악명언)","Music like religion, unconditionally brings in its train all the moral virtues to the heart it enters, even though that heart is not in the least worthy. (Jean Baptiste Montegut)"
"음악의 소리를 감상할 수 있는 귀를 훈련하는 것은 자아가 생기는 것과 같다. 음악이 아닌 다른 소리를 거부하기 시작하고 그리하여 다른 수많은 경험으로부터 스스로를 단절시키게 된다. (존 케이지, 음악명언)",If you develop an ear for sounds that are musical it is like developing an ego. You begin to refuse sounds that are not musical and that way cut yourself off from a good deal of experience. (John Cage)
"누구나 살면서 한번 즈음은 비틀즈에 빠져 보는 기간이 있어야 할 것 같다. 이것은 서양권에서의 성장기 통과의례의 일부라고 생각한다. (자델르 코르도바, 음악명언)",I think everyone should have a Beatles phase in their life. I think it's part of growing up in the Western world. (Jadelr Cordova)
"내게 언제나 음악이 있다면 다른 인간적 욕망은 필요치 않다. 음악은 내 사지에 힘을 불어넣고 머리에 생각의 힘을 준다. 내가 음악으로 충만할 때, 생은 마치 아무 수고도 없이 흐르는 듯하다. (조지 앨리엇, 음악명언)","I think I should have no other mortal wants, if I could always have plenty of music. It seems to infuse strength into my limbs and ideas into my brain. Life seems to go on without effort, when I am filled with music. (George Eliot)"
"그러다가도 오늘 밤과 같은 순간이 있어 심오하고 새로운 경험을 하게 되고 새로운 문이 열린 듯한 느낌을 받는데, 모두 저 악기, 저 놀랍고 마술 같은 악기 때문이다. (다이앤 프롤로브, 음악명언)","But then there's a moment like tonight, a profound and transcendent experience, the feeling as if a door has opened, and it's all because of that instrument, that incredible, magical instrument. (Diane Frolov)"
"이렇게 물어보면 모든 문제가 간단해진다. ""음악에 의미가 있는가?"" 나는 ""그렇다""고 대답할 것이다. ""그 의미가 무엇인지 수많은 낱말로 표현할 수 있는가?"" 라고 묻는다면 나는 ""아니오""라고 대답할 것이다. (아론 코플랜드, 음악명언)","The whole problem can be stated quite simply by asking, 'Is there a meaning to music?' My answer would be, 'Yes.' And 'Can you state in so many words what the meaning is?' My answer to that would be, 'No.' (Aaron Copland)"
"펑크는 음악적인 자유다. 내가 원하는 걸 말하고, 행하고, 연주하는 것이다. 웹스터 사전에 따르면, 'Nirvana(열반)'는 고통, 괴로움, 외부 세계로부터의 자유를 뜻한다. 이건 내가 생각하는 펑크록의 뜻과 아주 가깝다. (커트 코베인, 음악명언)","Punk is musical freedom. It's saying, doing and playing what you want. In Webster's terms, 'nirvana' means freedom from pain, suffering and the external world, and that's pretty close to my definition of Punk Rock. (Kurt Cobain)"
"음악이 사랑을 살찌우는 양식이라면 계속해다오. 질리도록 들어 싫증이 나버리면 사랑의 식욕도 또한 사라지고 말 것이 아니냐. 다시 한 번 들려다오. 아스라이 사라지는 선율, 귓가에 감미롭게 들린다. 흡사 제비꽃 피는 언덕 위의 미풍이 몰래 꽃향기를 훔쳐 싣고 오는 것 같다. (윌리엄 셰익스피어 , 음악명언)","If music be the food of love, play on; Give me excess of it, that, surfeiting, The appetite may sicken, and so die. That strain again! it had a dying fall: O, it came o'er my ear like the sweet sound That breathes upon a bank of violets, Stealing and giving odour! (William Shakespeare)"
"기타 코드를 하나 잡고, 줄을 튕기면 그게 음악이야. (시드 비셔스 , 예술명언)","You just pick up a chord, go twang, and you've got music. (Sid Vicious)"
"나의 개인적인 취미는 독서, 음악감상, 침묵이다. (이디스 시트웰, 독서명언)","My personal hobbies are reading, listening to music, and silence. (Edith Sitwell)"
"나는 운명처럼 웃음과 약혼했다. 웃음소리는 언제나 세상에서 가장 세련된 음악으로 들린다. (피터 유스티노프 , 희망명언)","I was irrevocably betrothed to laughter, the sound of which has always seemed to me to be the most civilized music in the world. (Peter Ustinov)"
"적을 향해 행진할 때는 나쁜 음악과 나쁜 논리도 얼마나 좋게 들리는가! (프레드리히 니체, 행복명언)",How good bad music and bad reasons sound when one marches against an enemy! (Friedrich Nietzsche)
"눈에 보이는 대로의 삶, 사람, 사물, 문학, 음악에 관심을 가져라. 풍요로운 보물과 아름다운 영혼, 흥미로운 사람들로 넘쳐나는 세상에 가슴이 뛴다. 자신을 잊어라. (헨리 밀러, 아름다움명언)","Develop interest in life as you see it; in people, things, literature, music - the world is so rich, simply throbbing with rich treasures, beautiful souls and interesting people. Forget yourself. (Henry Miller)"
"같은 것이라도 동시에 좋거나 나쁘거나 그저 그럴 수 있다. 예를 들면 음악은 우울한 이에게는 좋은 것이고 슬픈 사람에게는 나쁜 것이며 귀가 먼 사람에게는 좋지도 나쁘지도 않다. (바뤼흐 스피노자, 생각명언)","One and the same thing can at the same time be good, bad, and indifferent, e.g., music is good to the melancholy, bad to those who mourn, and neither good nor bad to the deaf. (Baruch Spinoza)"
"키스해 주는 어머니도 있고 꾸중하는 어머니도 있지만 사랑하기는 마찬가지이다. (펄 벅, 가족명언)","Some are kissing mothers and some are scolding mothers, but it is love just the same. (Pearl S Buck)"
"절대 아이를 갖지 말아라. 손자손녀만 가져라. (고어 비달, 가족명언)","Never have children, only grandchildren. (Gore Vidal)"
"자기 자식을 알면 현명한 아버지이다. (윌리엄 셰익스피어 , 가족명언)",It is a wise father that knows his own child. (William Shakespeare)
"살아 있건 아니건 자식은 우리를 변하게 한다… (로이스 맥마스터 부욜, 가족명언)",Our children change us... whether they live or not. (Lois McMaster Bujold)
"자식 키우기란 자녀에게 삶의 기술을 가르치는 것이다. (일레인 헤프너, 가족명언)",The art of mothering is to teach the art of living to children. (Elain Heffner)
"가족이란 네가 누구 핏줄이냐가 아니야. 네가 누구를 사랑하느냐는 거야. (트레이 파커, 가족명언)",Family isn't about whose blood you have. It's about who you care about. (Trey Parker)
"내 부모는 45년간 단 한 번 싸웠다. 그 싸움은 43년간 계속됐다. (캐시 래드맨, 가족명언)",My parents only had one argument in forty-five years. It lasted forty-three years. (Cathy Ladman)
"부모는 그대에게 삶을 주고도 이제 그들(자신)의 삶까지 주려고 한다. (척 팔라닉, 가족명언)","Your parents, they give you your life, but then they try to give you their life. (Chuck Palahniuk)"
"어머니와 나는 수도 없이 부딪쳤지만 어머니는 그걸 즐기셨던 것 같다. (마크 트웨인, 가족명언)","My mother had a great deal of trouble with me, but I think she enjoyed it. (Mark Twain)"
"소풍은 우리가 아이의 눈을 통해 음미할 수 있을 때 훨씬 더 즐겁다. (라와나 블랙웰, 가족명언)",Outings are so much more fun when we can savor them through the children's eyes. (Lawana Blackwell)
"만약 당신의 아들딸에게 단 하나의 재능만을 줄 수 있다면 열정을 주어라. (브루스 바튼, 가족명언)","If you can give your son or daughter only one gift, let it be enthusiasm. (Bruce Barton)"
"미국에서 가장 인상깊은 점은 부모가 자식에게 복종하는 방식이다. (에드워드 8세, 가족명언)",The thing that impresses me the most about America is the way parents obey their children. (King Edward VIII)
"당신과 내가 할 가장 중요한 일은 우리의 집 울타리 안에 있을 것이다. (해롤드 비 리, 가족명언)",The most important work you and I will ever do will be within the walls of our own homes. (Harold B. Lee)
"나는 아이들을 어디든 데려가지만 그들은 항상 집에 돌아가는 길을 찾아낸다. (로버트 오벤, 가족명언)","I take my children everywhere, but they always find their way back home. (Robert Orben)"
"가족을 빼고는 쓸만한 소재를 생각할 수 없다. 가족은 다른 모든 사회 영역의 상징이다. (안나 퀸드랜, 가족명언)",I can't think of anything to write about except families. They are a metaphor for every other part of society. (Anna Quindlen)
"부모란 자녀에게 사소한 것을 주어 아이를 행복하게 하게끔 만들어진 존재다. (오그든 내쉬, 가족명언)",Parents were invented to make children happy by giving them something to ignore. (Ogden Nash)
"항상 자녀에게 친절하라. 그 애들이 후에 당신이 갈 양로원을 고를 테니까. (필리스 딜러, 가족명언)",Always be nice to your children because they are the ones who will choose your rest home. (Phyllis Diller)
"우리 인생의 전반은 부모님이 망쳐 놓고 후반은 아이들이 망쳐 놓는다. (클라렌스 다로우, 가족명언)","The first half of our lives is ruined by our parents, and the second half by our children. (Clarence Darrow)"
"어머니는 의지할 대상이 아니라 의지할 필요가 없는 사람으로 만들어주는 분이다. (도로시 피셔, 가족명언)",A mother is not a person to lean on but a person to make leaning unnecessary. (Dorothy C. Fisher)
